"Data Source","World Development Indicators",

"Last Updated Date","2018-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.9152237937699","-29.5051545104063","-17.4546486189632","17.4878617097662","-1.7010810608123","2.27798915946309","-21.6216317098542","-37.7427412660442","-26.678161104249","6.27416438050466","19.4468533703904","-8.64946916198035","2.42221418983002","-0.328469174491559","",
"Angola","AGO","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.7529888301994","150.007822859724","-1.93130216871103","13.5372293706908","28.1479583326282","14.2546685204294","17.5008585731835","10.104672093484","-2.63999867272618","-19.5090938882517","-5.4038384808931","3.83825445931312","0.0636649103551719","-2.11518005374937","6.72132923476919","1.95595764523762","0.633307198327344",
"Albania","ALB","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-25.6817361796237","23.8008595075877","73.0554088542327","23.6291057438724","1.24727536274014","26.1352063449971","19.498939176149","16.6290040965884","18.0738671655825","15.1132967944885","15.3237406486594","25.3440866878805","4.7161885161118","19.1950972897294","6.67530464088448","0.296045979360855","0.957979995954943","1.7800446601949","0.969351592861329","11.3405963115299","8.91642130131878",
"Andorra","AND","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.37009511786977","14.1495317306736","10.4681598467231","9.18585800007588","6.59790182825772","5.3213539652821","4.92690050684101","-6.6809983287902","5.91981340882943","7.89610062619704","10.4299625446054","1.12671957371688","-1.87332834638809","0.847528868411459","3.84671898563258","",
"United Arab Emirates","ARE","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15040873722816","22.9101961292845","24.5443845778458","11.4822553747325","11.5312446725109","8.83206540009567","12.4352245847308","-4.29925555993508","0.439959320064617","22.791488682762","17.454012822368","6.09348194298826","1.80211707085869","5.19076008389764","3.40504290697821","0.459705828219541",
"Argentina","ARG","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","-10.6385917324185","45.2384632307518","0","-8.19666133346863","8.92850026211178","16.3934313399595","0","-7.04215598990002","21.2120723773064","1.20010411646565","-9.93094420500098","2.02958608650034","13.9785899881347","0.235738441880713","-9.29415852300485","31.5176565533255","27.3177719358366","8.9072699166941","-3.20050013642071","-5.14286240432101","5.20390651001412","3.9465524073121","2.5826058480656","-2.59149777072456","15.5540238462486","-10.2703411870149","-3.48199917102008","18.719565609266","7.43032372122919","18.011603252985","-3.62414436007069","-1.02969443918937","3.98319867911239","15.2955689817863","22.5281446861923","7.64679488927658","12.1774408238905","10.6233930631356","-1.26027793880731","2.70239130860455","2.74099076017254","3.09295518587496","5.99536820219666","8.11415798951982","12.8868304227088","5.56120323520517","8.16445191719141","0.73987446873889","-9.3471064312958","13.8969136234784","4.14881478412255","-4.10831132628211","-3.52024034290046","-6.97916743435547","-2.77737294006697","5.29266934793135","0.420757994593515",
"Armenia","ARM","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4999926742519","-58.7999978509503","-50","15.9000010951462","-51.800002748402","7.20000466178594","-6.50000150034171","-1.60000000501125","13.6999999434141","18.9000000340287","26.9894996473444","35.8170530041924","29.0690136196497","-1.73003352199811","15.9389611904078","-7.3390115215923","-3.50828981631049","-13.0799160517181","-10.4357692615111","26.5000000253399","14.6999999947988","8.40000000318646","8.59993147802065","6.40013048034814","4.89988878343426","19.1","19.7000000058737",
"American Samoa","ASM","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.04326923076923","-16.319018404908","5.13196480938416","-6.69456066945607","1.34529147982063","-0.442477876106196","-21.4814814814815","-15.8490566037736","-11.6591928251121","4.56852791878173","-0.485436893203882","4.39024390243902","7.4766355140187","-1.08695652173914","",
"Antigua and Barbuda","ATG","Exports of goods and services (annual % growth)","NE.EXP.GNFS.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
