"Data Source","World Development Indicators",

"Last Updated Date","2018-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Eritrea","ERI","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150000","0","505000","3551000","4064000","4580000","6899000","9868000","11816000","20433000","22057000","14039000","7318000","16093000","21739000","22796000","22151000","94576000","87913000","46528000","34760000","28175000","",
"Spain","ESP","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estonia","EST","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ethiopia","ETH","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","21142000","20202000","21395000","22075000","21115000","25417000","24145000","25147000","27160000","28651000","44804000","57882000","75788000","107480000","130037000","158792000","224627000","248942000","309389000","304085000","236163000","137921000","109545000","95001000","112258000","154621000","348057000","99975000","119000000","156412000","138555000","183022000","85781000","92745000","101342000","93895000","139528000","133634000","111024000","103192000","183712000","352070000","431289000","664230000","764897000","1042117000","1243568000","",
"European Union","EUU","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","2722000","1482000","2398000","3445000","6871000","11698000","8494000","11092000","20640000","18563000","35844000","30635000","37165000","40902000","53837000","63637000","66619000","67341000","67312000","67453000","80937000","79767000","60753000","54825000","68162000","43433000","29683000","21431000","21783000","29097000","26493000","18378000","18954000","17974000","12868000","15102000","14254000","28110000","24066000","25914000","23563000","191940000","38844000","43963000","51551000","47613000","130617000","",
"France","FRA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","11888000","18421000","22387000","62620000","40775000","64400000","88035000","127520000","273526000","326496000","431988000","341950000","306218000","242782000","281445000","246214000","202420000","97221000","133432000","145885000","175872000","309161000","432871000","156825000","267321000","456171000","383575000","432691000","306958000","537997000","352382000","455984000","406574000","374297000","237012000","194106000","171534000","861350000","2633929000","403369000","424506000","386991000","390747000","1129545000","402587000","395276000","341524000","",
"United Kingdom","GBR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12892000","5932000","20040000","12916000","46411000","212546000","116111000","125964000","81502000","132413000","183878000","238467000","194749000","303397000","217332000","709908000","769675000","803453000","1605641000","1622169000","1701042000","1793601000","2075001000","2693796000","",
"Ghana","GHA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","51129000","56650000","32579000","32348000","32860000","58074000","51931000","37907000","73945000","103587000","159048000","118541000","111053000","145244000","132867000","159397000","227929000","415015000","545667000","453889000","368049000","301427000","319044000","308200000","368909000","405866000","482544000","559035000","582314000","526165000","467594000","312285000","222098000","502195000","277249000","340492000","289001000","234863000","294807000","290459000","378875000","352335000","536073000","999060000","835499000","1055831000","1858080000","",
"Gibraltar","GIB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","15400000","16437000","19786000","27280000","27665000","39053000","38237000","68533000","72744000","98285000","109303000","101286000","89428000","71060000","110843000","71934000","71729000","164240000","127461000","114226000","169146000","136041000","86301000","83145000","97019000","176726000","115460000","157437000","160806000","134811000","156943000","106224000","101183000","104054000","170495000","174555000","174043000","173408000","156374000","140444000","97843000","195504000","169336000","83677000","75620000","99657000","64285000","",
"Gambia, The","GMB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","126000","193000","449000","424000","513000","1830000","365000","640000","2618000","5054000","4132000","6842000","16904000","13926000","12863000","8963000","31103000","25483000","22933000","23780000","37730000","30894000","29657000","27978000","31119000","28048000","27971000","26652000","25745000","21370000","21840000","14507000","15037000","20506000","37793000","28685000","30342000","33931000","17113000","19511000","24099000","26930000","26337000","29146000","47476000","38334000","37291000","",
"Guinea-Bissau","GNB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","0","0","0","0","0","0","20000","1236000","974000","2465000","4625000","4801000","5674000","5092000","7208000","9406000","7488000","10746000","9703000","11193000","8430000","22994000","6646000","3792000","7681000","15509000","11111000","8720000","7060000","8517000","5233000","4822000","3700000","7905000","9923000","6371000","9825000","10558000","9744000","10189000","17474000","5113000","6909000","1533000","1989000","2461000","5429000","",
"Equatorial Guinea","GNQ","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","259000","415000","645000","656000","739000","1427000","1482000","622000","1118000","1987000","2361000","1504000","2818000","4672000","5120000","6227000","6404000","5900000","7194000","4550000","4135000","3982000","6479000","8955000","9513000","7980000","8379000","7395000","11438000","11897000","14530000","17233000","28417000","31118000","29485000","10620000","15507000","19774000","21825000","24115000","27467000","26217000","16104000","36031000","25419000","27599000","34950000","",
"Greenland","GRL","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","39837000","33940000","54417000","40692000","47477000","40338000","50062000","60255000","87917000","120174000","152743000","142843000","156159000","197079000","284169000","345853000","401513000","368239000","380085000","311802000","245016000","325259000","536341000","333813000","327219000","366406000","387994000","370640000","366185000","385603000","396229000","424764000","424255000","461835000","929399000","1044160000","1272733000","1517087000","1613441000","1765186000","1603920000","2061700000","1590479000","2922555000","1967860000","2109969000","3085958000","",
"Guam","GUM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","5630000","5131000","11665000","13262000","20747000","23832000","35445000","35889000","53308000","100369000","95101000","97905000","55990000","55230000","60912000","73291000","74742000","72317000","66347000","88484000","295687000","102144000","92035000","92404000","97315000","109181000","104267000","130107000","134419000","84818000","69985000","45746000","64673000","58048000","48223000","34896000","32200000","28150000","26850000","20284000","31982000","51070000","150891000","58271000","60762000","72437000","81828000","",
"High income","HIC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","13350000","18325000","24541000","40293000","40063000","51245000","137561000","113075000","138655000","186609000","214317000","243432000","252935000","213548000","209699000","242194000","314231000","356451000","388514000","170142000","403629000","324667000","392407000","385697000","482649000","587099000","623217000","569185000","558005000","491366000","397346000","349843000","404958000","423220000","330962000","384254000","325667000","333923000","370043000","415868000","513958000","1007442000","923298000","924606000","701491000","1283582000","1034111000","",
"Heavily indebted poor countries (HIPC)","HPC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Haiti","HTI","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","4431000","8496000","6381000","7639000","7833000","9561000","17282000","31976000","27504000","23141000","30719000","35710000","29610000","26730000","35880000","48910000","51250000","65865000","63873000","57637000","38600000","31489000","8124000","7685000","3898000","105186000","31026000","38852000","42525000","52508000","46384000","27847000","29487000","54067000","100110000","57769000","60350000","83145000","58019000","45003000","131300000","5195000","3651000","10596000","22742000","34685000","88353000","",
"Hungary","HUN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IBRD only","IBD","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","168571000","235690000","323171000","549852000","741793000","1060245000","1340039000","2057224000","2832918000","3064726000","3084303000","3492124000","3856131000","3741249000","4846087000","5822696000","5983760000","7001329000","8641907000","9832537000","9945737000","11474790000","12454820000","14086664000","14264883000","16418453000","21545038000","19738959000","18311943000","17679123000","16696149000","15540186000","16936524000","18545598000","20578594000","20281416000","28319638000","23960624000","21674183000","24897442000","31568975000","31073332000","35905572000","42267618000","61702980000","55717821000","67972971000","",
"IDA only","IDX","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","528940124.1","603116271.6","712679306.2","1176930196","1068846345.5","1337740984.6","1564256525.2","1915101853.8","2373231943.2","3053014528","5002901753.1","5296594764.1","4865330638.2","4320112048.8","4631456265.5","4966067313.7","6294301395.8","6449280873.8","6341515724","6097184208.8","6221098538.4","6279731658.2","4907465661.3","4882646092.2","5512731907.7","8830004894.9","6738602592.6","6742289309.4","6824153952","6743326778.2","6371511467.9","5473480596.2","5611436997","5480017766.7","5409012750.9","5442374798.9","5126670282.4","6705667590.3","8866039528.9","8754935328.4","9055519780.2","10523474064","11103330466.7","12020212487","12892770356.6","13908637832.8","16953297917.8","",
"Isle of Man","IMN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","1360620000","576996000","640545000","694827000","815561000","860874000","1205880000","1224335000","1305430000","1281415000","1398306000","1551406000","1974561000","2480395000","2871876000","3404469000","4979878000","5236773000","5576226000","6529941000","7694371000","7447471000","7271665000","7929949000","10450704000","13137288000","11705427000","12176499000","11785465000","9929099000","10667595000","11770183000","15444043000","25762237000","17508265000","23922399000","17401340000","39403457000","30974401000","16525350000","24412609000","29280764000","30412921000","38716549000","92246942000","49745131000","77144682000","",
"Not classified","INX","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","971579000","755111000","1177812000","1059121000","756000000","595472000","554365000","438243000","626108000","459501000","653528000","802953000","1070890000","1805528000","3266699000","5722661000","6468415000","6243011000","2735401000","3911741000","2940106000","1194059000","1385544000","1582425000","2114252000","2818875000","2844254000","2887200000","2859615000","2403314000","1807542000","1653829000","597250000","438141000","511753000","796282000","2101089000","",
"Iraq","IRQ","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iceland","ISL","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jamaica","JAM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","233816000","239197000","244870000","272801000","315982000","335715000","663247000","286137000","693279000","303548000","281831000","383980000","363270000","398987000","443392000","513255000","677180000","752022000","737872000","645227000","664264000","694752000","684899000","539509000","586530000","670014000","659383000","630989000","492371000","606539000","709709000","746308000","854042000","842207000","859052000","973535000","835153000","1317263000","1177805000","1493569000","1191345000","1653170000","1807917000","1217710000","1556520000","4069093000","1907764000","",
"Jordan","JOR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","4533000","7548000","9898000","18485000","16627000","21230000","28797000","61987000","90617000","147308000","209285000","303333000","290920000","364007000","408823000","516133000","593645000","761427000","1026994000","593333000","628341000","747110000","719240000","610565000","571757000","599888000","977598000","863547000","871915000","549585000","844125000","865384000","712299000","1271888000","956035000","886301000","1037384000","1129902000","2874512000","721239000","798326000","943663000","954578000","937893000","1341302000","2124866000","2464460000","",
"Japan","JPN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22000","9627000","68298000","234636000","322305000","483038000","991466000","1380946000","3392312000","3369252000","4119686000","5292510000","8763854000","13158427000","14458865000","27156830000","33395099000","25702387000","39473551000","32448005000","23205047000","30916811000","31164414000","34952628000","20310010000","",
"Kenya","KEN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","50016000","52445000","48347000","65210000","97589000","151026000","169273000","325968000","215713000","299348000","433462000","485008000","496869000","515004000","578690000","621201000","677334000","691379000","737625000","708848000","790866000","719374000","670234000","631989000","881308000","904429000","837712000","656770000","662683000","694611000","592876000","485480000","531663000","581226000","358395000","540697000","430913000","456797000","413187000","388656000","401658000","437536000","589037000","647304000","1249543000","832884000","1117170000","",
"Kyrgyz Republic","KGZ","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1412000","16372000","59869000","74235000","77795000","114940000","114091000","178126000","179261000","132376000","164961000","169901000","142600000","101388000","194085000","336036000","269202000","557175000","410464000","347007000","388265000","402787000","412657000","446191000","",
"Cambodia","KHM","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22000","13000","47000","24000","26000","27000","12028000","33373000","832000","6584000","7457000","7965000","9710000","16749000","12536000","18472000","20428000","25372000","27485000","29704000","29238000","27375000","41749000","49470000","65349000","321441000","547368000","617699000","660547000","758550000","797482000","",
"Kiribati","KIR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","4755562000","4991194000","5835073000","7760042000","10210188000","11591092000","12876665000","16613085000","25109612000","34086137000","43028023000","51526393000","54759056000","46841897000","49136918000","45055453000","45048315000","43019513000","51197815000","46031399000","39831066000","40791710000","48657760000","56346954000","57507505000","73725475000","98650118000","117673541000","120200864000","151070010000","164455726000","140264793000","122010118000","134028437000","134911709000","143967482000","170134199000","142146441000","139542790000","134562458000","138948787000","168485490000","193582711000","199519978000","195097437000","233146211000","288842085000","",
"Lao PDR","LAO","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","1581000","1916000","3434000","5168000","5660000","6110000","6291000","7198000","10429000","13367000","2489000","2276000","4508000","3792000","6827000","6895000","8446000","10453000","10296000","17506000","8991000","8504000","9536000","28411000","19774000","25504000","28560000","27379000","30791000","37419000","40820000","44161000","94845000","102884000","125186000","135520000","186965000","200121000","218271000","229748000","301766000","314808000","266932000","344309000","392705000","420786000","555667000","",
"Lebanon","LBN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","3612000","9483000","9314000","11018000","11909000","10836000","8223000","8030000","7682000","9630000","52537000","100792000","117128000","107950000","124943000","125612000","99530000","99058000","94789000","91820000","99407000","113075000","138180000","135510000","185027000","225369000","302241000","740113000","538535000","782539000","1491100000","1490931000","2222965000","3339301000","4458733000","3634129000","4520667000","4745997000","4426633000","4611402000","4152378000","5327125000","4218856000","3505250000","3975098000","3913563000","4364256000","",
"Liberia","LBR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","22642000","20585000","18800000","20114000","21283000","32961000","24606000","26260000","26251000","74802000","53652000","46521000","51991000","50679000","63716000","40322000","32077000","16170000","24452000","5702000","3196000","17191000","564000","22248000","14791000","1665000","1431000","188000","1027000","3708000","1857000","1431000","1476000","664000","1389000","1843000","2095000","643114000","934689000","27441000","6145000","3206000","4607000","6426000","17472000","44305000","11586000","",
"Libya","LBY","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","1177000","1224000","1331000","1244000","1462000","1901000","2619000","3520000","5323000","6343000","10260000","11601000","11210000","10842000","11872000","12784000","13528000","16329000","18270000","30108000","25189000","20328000","30091000","23705000","31762000","33818000","46750000","57898000","42394000","43460000","44133000","43243000","35007000","35553000","68342000","42226000","",
"Latin America & Caribbean","LCN","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","245455124.1","263390271.6","302438306.2","410692196","507074345.5","507265984.6","435075525.2","686287853.8","813078943.2","1022438528","1879634753.1","1885379764.1","1722755638.2","1937258048.8","2234833265.5","2599741313.7","3107360395.8","3239182873.8","3247405724","3279578208.8","2910238538.4","2510140658.2","2158144661.3","2088219092.2","2296811907.7","2648374894.9","2796665592.6","2502655309.4","2864033952","2528790778.2","2075524467.9","1616465596.2","2253920997","1561017766.7","2048383750.9","2115694798.9","2106709282.4","2712360590.3","3210178528.9","2278949328.4","2406813780.2","3330010064","3165489466.7","3540945487","4420221356.6","4629345832.8","6545436917.8","",
"Liechtenstein","LIE","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","68543000","65480000","76829000","79459000","97527000","169286000","159761000","167842000","146724000","160457000","179770000","212597000","245431000","266143000","274624000","320890000","399465000","497816000","488143000","423011000","384713000","421226000","453038000","408622000","415692000","452065000","466966000","531514000","585954000","760453000","791296000","743932000","710151000","610901000","778133000","441254000","955518000","872047000","1244839000","1423021000","1408343000","1314992000","2028567000","2048115000","6355718000","3412186000","3150864000","",
"Lower middle income","LMC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","3188368000","2543766000","3092473000","4246910000","4179593000","5110512000","6431853000","7924823000","10533955000","12289412000","17003376000","20228778000","22362497000","23260506000","26172913000","29198715000","30568180000","31064968000","35405971000","37124913000","41019882000","42355404000","44670947000","45991162000","51556731000","60900611000","63737751000","61831786000","59269120000","59810360000","62897062000","63555518000","69131365000","84302301000","80607197000","92078323000","102354780000","115695910000","115707855000","107396322000","129989446000","137058194000","147356542000","177871341000","245788830000","197774981000","239979438000","",
"Low & middle income","LMY","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","9047206124.1","8859936271.6","10728037306.2","14276932196","17355475345.5","19843467984.6","22989128525.2","30108804853.8","43431662943.2","57068631528","75985904753.1","91177341764.1","99531321638.2","92890259048.8","100597212265.5","104093489313.7","105826970395.8","108299692873.8","128923779724","123216365208.8","122814928538.4","123245003658.2","137221667661.3","147382026092.2","162382098907.7","199736408894.9","237728257592.6","260539125309.4","262257335952","312386119778.2","329186667467.9","315003628596.2","315426691997","355871745766.7","347709793750.9","417284795798.9","469708709282.4","471504720590.3","531141524528.9","525527144328.4","535589143780.2","572425762064","623617821466.7","697420437487","791790910356.6","811561768832.8","915309503917.8","",
"Lesotho","LSO","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","507000","387000","427000","622000","512000","1089000","544000","458000","1097000","2424000","5451000","5646000","9956000","21448000","14313000","19061000","14756000","15451000","24379000","22345000","23288000","26364000","33867000","32756000","29762000","40864000","38148000","47700000","51696000","54969000","61740000","68748000","68134000","67105000","53514000","79624000","45923000","98472000","37504000","38261000","34516000","39390000","38291000","39798000","40437000","55862000","57175000","",
"Late-demographic dividend","LTE","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Debt service on external debt, total (TDS, current US$)","DT.TDS.DECT.CD","","","","","","","","","","","79909000","136615000","149358000","146328000","158473000","171640000","231678000","357208000","669221000","971634000","1445805000","1574138000","1720661000","1550018000","1082248000","1429175000","1823524000","1778607000","1749389000","2041570000","1796053000","2394786000","3896846000","3324055000","3638414000","3760892000","3383880000","3141563000","2896698000","3161709000","2712689000","2669232000","3717643000","4298090000","2999519000","2732583000","3405209000","4023288000","4205235000","3407808000","3301577000","3220645000","3598467000","5067947000","4771611000","3551208000","3806725000","",
